number	array	array	array	number	number	string	string	array	array	string	string	string
405233	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	说！是不是暗中调查了我很久！！		[1]	[405234]			
405234	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	你看你看~珊瑚真漂亮~		[1]	[405235]			
405235	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	看那看那，好多可爱的小鱼啊~快来帮我们拍照。		[1]	[405236]			
405236	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	拍好了么，我看看我……唔……（**亲了一下赤霄）		[1]	[405237]			
405237	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	你……?(? ???ω??? ?)?.。讨厌~		[2]	[0]			
405241	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天怎么这么隆重，还来吃法式大餐？		[1]	[405242]			
405242	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	你是不是有什么不可告人的秘密？		[1]	[405243]			
405243	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	吃完饭再告诉我？……好吧		[1]	[405244]			
405244	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	（服务员端上最后一道甜品）		[1]	[405245]			
405245	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	好了，你可以说了吧，最后一道甜品了（说着掀开餐盘的盖子）		[1]	[405246]			
405246	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	这……戒指？你是要……		[1]	[405247]			
405247	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	想一辈子我做的料理？		[1]	[405248]			
405248	"[152,-1]"	"[1,1]"	"[1.1,1.1]"		0	好的……不过以后你可能会有很多“别样”的体验哦。		[2]	[0]			
405311	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	（黑漆漆的夜晚，一名富商家中，一个身影偷偷摸摸的在进行着什么）		[1]	[405312]			
405312	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊……谁……唔（被**捂住了嘴巴）		[1]	[405313]			
405313	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	这么晚我怎么会在这里？		[1]	[405314]			
405314	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	你看不出来么？我在偷东西啊！		[1]	[405315]			
405315	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	因为有的时候正义并不能帮助所有人。邪恶反而能帮助到一些人。		[1]	[405316]			
405316	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	不过很少有人理解啊。		[1]	[405317]			
405317	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯……真的么？谢谢你理解我……		[2]	[0]			
405321	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	嘿！今天你陪我去跳伞吧，我还从来没有去过呢。		[1]	[405322]			
405322	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	（直升机一点点升高）		[1]	[405323]			
405323	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	**，一会儿就要跳了，你怕不怕。我……我其实有点恐高		[1]	[405324]			
405324	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	额？你说你先跳？是为了给我勇气么？		[1]	[405325]			
405325	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	（打开机舱门，**先行跳了下去）		[1]	[405326]			
405326	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	（看着**一点点变小，灵翼鼓起勇气）**~~~我来啦~~		[1]	[405327]			
405327	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	没跳的时候有点害怕，跳下来之后感觉很不一样呢。		[1]	[405328]			
405328	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	**，谢谢你给了我勇气……		[2]	[0]			
405331	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	为什么会带我来海洋馆啊。		[1]	[405332]			
405332	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	这么神秘？还不告诉我~要是不好玩，我可饶不了你！！		[1]	[405333]			
405333	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	海豚馆……来这里做什么？		[1]	[405334]			
405334	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	先去换衣服？哦……		[1]	[405335]			
405335	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	哇哦~~（灵翼骑在海豚上）~~它们好可爱~~~		[1]	[405336]			
405336	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦……刚才我骑海豚的照片。		[1]	[405337]			
405337	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	你偷看了我的日记，所以知道我想要跟海豚一起玩？		[1]	[405338]			
405338	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	你这个贴心的偷看者……啵（灵翼偷亲了**一下）		[2]	[0]			
405341	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	怎么会想到来公园散步啊……		[1]	[405342]			
405342	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	对啊，今天天气还真好呢，阳光暖暖的。		[1]	[405343]			
405343	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	你看你看，那边有好多人在喂鸽子啊，我们也过去看看啊。		[1]	[405344]			
405344	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦，为什么我们过来人群都散开了？		[1]	[405345]			
405345	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	有一只鸽子朝我们飞过来了！！而且好像脚上挂着什么东西啊。		[1]	[405346]			
405346	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	（鸽子落在胳膊上），挂着一个戒指！！？？这……		[1]	[405347]			
405347	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	这是你安排的？我保护着这个城市，而你想保护我？		[1]	[405348]			
405348	"[153,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯……那以后我的人身安全就交给你啦~		[2]	[0]			
405411	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	（“玫瑰”哼着小曲，在花园里浇花。）		[1]	[405412]			
405412	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你们呀，要快快长大啊，开出最美丽的花哦。		[1]	[405413]			
405413	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦？**，你怎么来了？		[1]	[405414]			
405414	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你来帮我浇花施肥么？你怎么知道我每周这个时候都来这里？！		[1]	[405415]			
405415	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	哦？原来你是跟踪我啊？没想到你是跟踪狂！		[1]	[405416]			
405416	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	哈哈，逗你的。这些玫瑰都是我的宝贝，也是我的家人。我要保护它们健康成长。		[1]	[405417]			
405417	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	以后你和我一起照顾它们？谢谢你，跟踪狂……		[2]	[0]			
405421	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	**，你这么神秘的是要带我去哪？		[1]	[405422]			
405422	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦，这不是我的花园么……有什么特别的么？		[1]	[405423]			
405423	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	怎么多了一架秋千？你做的么？		[1]	[405424]			
405424	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你来推我嘛，**。		[1]	[405425]			
405425	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	再高一点，哇哦，哈哈。		[1]	[405426]			
405426	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	以后我们来这边照顾花的时候，你都推我荡秋千吧？		[1]	[405427]			
405427	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你答应了?你真好……		[2]	[0]			
405431	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天真是天气晴朗，风和日丽啊。		[1]	[405432]			
405432	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	**，你今天陪我去蝴蝶园看蝴蝶吧。好么？		[1]	[405433]			
405433	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	快来快来，这边很多蝴蝶啊。		[1]	[405434]			
405434	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯？你问为什么他们都停在我身上？		[1]	[405435]			
405435	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	因为，我本身就是玫瑰啊……		[1]	[405436]			
405436	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你过来，拉着我的手，这样它们也会停在你身上的。		[1]	[405437]			
405437	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	看吧看吧，它们也停在你身上了。		[1]	[405438]			
405438	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天我很开心，谢谢你陪我来看蝴蝶啊。		[2]	[0]			
405441	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	为什么今天突然想到去钓鱼啊？		[1]	[405442]			
405442	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	好吧好吧，陪你去钓鱼。可是我很没有耐心的。		[1]	[405443]			
405443	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	都好久了，怎么一条鱼都没有啊？		[1]	[405444]			
405444	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	不钓了不钓了！根本没有鱼！那是什么？		[1]	[405445]			
405445	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你快看，好像有东西漂过来了。是个瓶子。		[1]	[405446]			
405446	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	（“玫瑰”捞起瓶子。）		[1]	[405447]			
405447	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	是一个漂流瓶，里面好像有东西，一个环，上面还有亮亮的东西！		[1]	[405448]			
405448	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	你说这个是戒指？如果想跟一个女孩子永远在一起，就用这个绑住她？		[1]	[405449]			
405449	"[154,-1]"	"[1,1]"	"[1.1,1.1]"		0	那么，我愿意。		[2]	[0]			
405511	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	喂？喂！喊你呢！对对对，就是你！快来帮我抱一下		[1]	[405512]			
405512	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	警告你啊！抱好了，这个古董可都是我的宝贝。		[1]	[405513]			
405513	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	我要去找记载它的书籍了。你可不能打碎啊，不许动！		[1]	[405514]			
405514	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	（几个小时之后……）		[1]	[405515]			
405515	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦？你还没走啊，你就这么抱了几个小时？		[1]	[405516]			
405516	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	对不起……我找书籍忘了时间了。你真傻，怎么也不去叫我。		[1]	[405517]			
405517	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	你真是个……傻瓜。		[2]	[0]			
405521	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天我要去挖宝。你可以陪我一起么？		[1]	[405522]			
405522	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	诺……先说好，里面很黑的，你怕的话可不要抓住我不放啊。		[1]	[405523]			
405523	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	（扯住前面人的衣角）喂，走慢一点啦……		[1]	[405524]			
405524	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	我……我才没有害怕！谁害怕了！（说着走到前面去）		[1]	[405525]			
405525	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊！！（转身扑进怀里）什么声音啊！喂！你为什么吓我！！你故意的！！		[1]	[405526]			
405526	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	我……我也是第一次来这里啊。谁知道这么黑！		[1]	[405527]			
405527	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	警告你啊！不许说出去！今天就先回去吧（快速走出去)。		[2]	[0]			
405531	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	真是的！约我来的这个地方黑漆漆的，人还找不到了！		[1]	[405532]			
405532	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	（在原地走来走去）还不来，还不来……		[1]	[405533]			
405533	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	（突然所有的灯亮起，音乐响起）		[1]	[405534]			
405534	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	 哇～是旋转木马~上去玩一下吧（坐上去）		[1]	[405535]			
405535	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	哈哈哈~好久没坐过旋转木马了~哈哈哈		[1]	[405536]			
405536	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	你刚才去哪里了？这个是你准备的么？		[1]	[405537]			
405537	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	唔……好像回到了儿时，满满都是回忆，谢谢。		[2]	[0]			
405541	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	咖啡厅怎么一个人都没有……		[1]	[405542]			
405542	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	那个桌子上有一本书和一封信，（读信）……打开书去寻找答案，按顺序读出画圈的字。		[1]	[405543]			
405543	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	（翻到最中间），咦，中间是镂空的，里面有一个戒指！！		[1]	[405544]			
405544	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	做…我…一个人…的…公…主…………		[1]	[405545]			
405545	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	（**从背后出现）你？？		[1]	[405546]			
405546	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	在你面前可以做傲娇，任性的小公主？		[1]	[405547]			
405547	"[155,-1]"	"[1,1]"	"[1.1,1.1]"		0	好……我答应。		[2]	[0]			
405611	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	唔……##？买了水果给我吃？进来吧		[1]	[405612]			
405612	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	（突然所有灯都灭了）呀，好像停电了。		[1]	[405613]			
405613	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦，你还会修电路呀，##，好厉害。		[1]	[405614]			
405614	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	呀，好了，谢谢你##		[1]	[405615]			
405615	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	作为报答，要留下来喝杯咖啡么？		[1]	[405616]			
405616	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	这样啊，时间确实有点晚了，那就按你说的，下次陪你一起出去玩吧。		[2]	[0]			
405621	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	##，你怎么会想去坐热气球啊？		[1]	[405622]			
405622	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	因为可以看到不一样的景色么？		[1]	[405623]			
405623	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	（热气球慢慢升空）		[1]	[405624]			
405624	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	##，所有的东西都变得好小，一眼就能看完呢。		[1]	[405625]			
405625	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	在热气球上看日落，好特别。		[1]	[405626]			
405626	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	##，可是我们什么时候才能下去啊		[1]	[405627]			
405627	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	什么？！！要等燃料烧完么……		[2]	[0]			
405631	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	夜晚的游乐场真美，##，我们去玩什么？		[1]	[405632]			
405632	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	摩天轮……##也喜欢摩天轮么。		[1]	[405633]			
405633	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	摩天轮的传说？是什么呢？		[1]	[405634]			
405634	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	摩天轮的每个格子里都装满幸福		[1]	[405635]			
405635	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	所以摩天轮就是为了跟喜欢的人一起跨越升空而存在的……		[1]	[405636]			
405636	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	额……##……（所以，##是喜欢我的么……）		[2]	[0]			
405641	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	（朱雀来到**家中为**庆祝生日）		[1]	[405642]			
405642	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	##，生日快乐~这是给你的礼物。		[1]	[405643]			
405643	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	呀，屋子里好多气球啊，都是你吹的么~真好看		[1]	[405644]			
405644	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	快许愿，快许愿，##。你许的什么愿望啊？不告诉我？好吧，那吹蜡烛吧。		[1]	[405645]			
405645	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	咦~为什么好像有一个气球上面写了字，还是夜光的。		[1]	[405646]			
405646	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	（朱雀走过去，抱起气球）marry……me。里面好像还有东西，是个戒指！！		[1]	[405647]			
405647	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	（**抓住朱雀的手）你说，你刚才的愿望就是，希望我永远和你在一起？		[1]	[405648]			
405648	"[156,-1]"	"[1,1]"	"[1.1,1.1]"		0	好……那我帮你完成心愿。		[2]	[0]			
405711	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	呀，你好啊~我是巨镰。有什么东西坏掉了、需要我来修的么？		[1]	[405712]			
405712	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	我什么都会修，小到手表、平板电脑、PSV，大到挖掘机、宇宙飞船以及太阿，都能修。		[1]	[405713]			
405713	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	诶？为什么可以维修太阿？她不是机甲娘来着嘛~		[1]	[405714]			
405714	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	哦对了，组装我也是很在行的，门口那台宝贝挖掘机就是我组装的喔！		[1]	[405715]			
405715	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	那么你是来修什么的呢？		[1]	[405716]			
405716	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	……什么？脑袋坏掉了？这个我可不会修…(= =)		[2]	[0]			
405721	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	哟吼~~~~你来找我玩啦？我刚好把挖掘机修好，要不要开出去兜风呢？		[1]	[405722]			
405722	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	没关系啦，这个庞然大物已经得到社长的入城许可了~而且只要不开进市中心就没问题！		[1]	[405723]			
405723	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	坐上这个家伙，不觉得很酷炫、很拉风么？		[1]	[405724]			
405724	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	把惊讶的嘴巴收一收，快上机~出发咯！！		[1]	[405725]			
405725	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	（于是巨镰开着她的宝贝挖掘机载着你大摇大摆地闯进了城内，众人用一种奇怪的眼光盯着你们……）		[1]	[405726]			
405726	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	嘿嘿！大家有坏掉的东西可以尽管找我修理呀，这样看我，我会不好意思的~		[2]	[0]			
405731	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	啊呀，你怎么在这里？还一副很痛苦的样子？		[1]	[405732]			
405732	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	什么？？左腿骨折？要不要紧啊？疼不疼？啊啊啊……我，我会尽力帮你的！		[1]	[405733]			
405733	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	……好像很严重的样子，既然很痛的话，先把左腿切下来吧，长痛不如短痛，只要不到一秒，你就可以摆脱痛苦了。我这就去拿工具。		[1]	[405734]			
405734	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	……我回来了！还有前几天刚做的假肢，正好派上用场了，虽然是右腿的…..		[1]	[405735]			
405735	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	你的脸色很差啊，果然很难受吧，你坐好啊，我要动手了！		[1]	[405736]			
405736	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	……哎？什么？只是腿麻了暂时无法动弹而已？骨折是怎么回事？啊啊啊啊啊原来你和我开玩笑的么！刚才我都要担心死了！		[2]	[0]			
405741	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天来是找我做什么的呢？啊，对了，我掌握修脑子的方法了！只要把脑子切开，然后……		[1]	[405742]			
405742	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	恩？这个小玩意真可爱，是送给我的？我记得这个好像是叫戒指来着~		[1]	[405743]			
405743	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	听说戒指这个东西十分宝贵，满载着一个人的心意，这么珍惜的东西送给我，直接收下怪不好意思的~		[1]	[405744]			
405744	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	想到啦！不然我就把我的宝贝挖掘机送你好啦！礼尚往来嘛！		[1]	[405745]			
405745	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	诶？不要？那拖拉机？叉车？人造卫星我也会组装，想要的话我就组装一个特别版的送给你~		[1]	[405746]			
405746	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	都不要啊……（沉默）		[1]	[405747]			
405747	"[157,-1]"	"[1,1]"	"[1.1,1.1]"		0	那……我可以把自己送给你么？（害羞）		[2]	[0]			
405811	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	（同往常一样，震天弓在家里的后院练习射击）		[1]	[405812]			
405812	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	嗯……今天的状态很好啊。		[1]	[405813]			
405813	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	有人？(⊙o⊙)？		[1]	[405814]			
405814	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	（正在震天弓打算射出箭时，**高喊出声。震天弓放下弓箭。）		[1]	[405815]			
405815	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	你怎么会进来我家，你知不知道再晚一点，你现在估计就没法跟我说话了。		[1]	[405816]			
405816	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	送水果给我？看我不在家里，就来后院找我？		[1]	[405817]			
405817	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	唔……谢谢你的水果。下次不要这样了，会伤到你。		[1]	[405818]			
405818	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	如果我不在的话，你就把东西放在门口，然后留下纸条就好了。		[1]	[405819]			
405819	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	为了刚才差点伤到你的事道歉，下次我请你去玩。		[2]	[0]			
405821	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	**，快起来啦。今天我请你去游乐场啊。		[1]	[405822]			
405822	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	唔，我最喜欢的除了射箭，吃，就是去游乐场啦。		[1]	[405823]			
405823	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	快走啦，快走啦。		[1]	[405824]			
405824	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	我们去玩过山车吧，**		[1]	[405825]			
405825	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	真刺激，我们再玩一次。		[1]	[405826]			
405826	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	**，我还想玩，我们再玩一次吧。		[1]	[405827]			
405827	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎，你怎么吐了。是不是我们玩太多次了，所以你才不舒服的，对不起……		[1]	[405828]			
405828	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	你这么不舒服，我们不玩啦，下次再玩吧。		[2]	[0]			
405831	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	今天是夏日祭啊。**，你今天晚上去玩么？		[1]	[405832]			
405832	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	好呀，好呀，那我们一起去。		[1]	[405833]			
405833	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎，烟火会好像要开始了，我们快去。		[1]	[405834]			
405834	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	烟花真美，可惜啊，烟花的美丽只有一瞬就消失了。就像感情，有的时候也是这样。		[1]	[405835]			
405835	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	哎呀，我怎么也突然伤感了，都不像我了。		[1]	[405836]			
405836	"[158,-1]"	"[1,1]"	"[1.1,1.1]"		0	虽然烟花会消逝，但是毕竟灿烂过？而且你对我的感情不是烟花……		[1]	[405837]			
